search_record_id,search_run_id,query_id,query_family,source_database,source_record_id,rank_in_response,title,abstract,publication_year,doi_raw,doi_normalized,stable_url,oa_url,document_type,authors,venue_or_issuer,language,region_or_jurisdiction,repository_path,source_sha256,raw_response_path
R000055,RUN_20260831_EVIDENCE_MAP_01,QFIELD_BLDG_renewable_energy_integration,field_and_operational_evidence,crossref,10.1016/b978-0-323-99588-7.00001-8,4,Building energy flexibility analysis: case studies and demonstration,,2023,10.1016/b978-0-323-99588-7.00001-8,10.1016/b978-0-323-99588-7.00001-8,https://doi.org/10.1016/b978-0-323-99588-7.00001-8,,book-chapter,Xinlei Zhou|Zhenjun Ma|Craig McLauchlan,Elsevier,en,,,,data/raw_metadata/crossref/QFIELD_BLDG_renewable_energy_integration.json
R000056,RUN_20260831_EVIDENCE_MAP_01,QFIELD_BLDG_renewable_energy_integration,field_and_operational_evidence,crossref,10.2172/1580215,5,Grid-interactive Efficient Buildings Technical Report Series: Windows and Opaque Envelope,,2019,10.2172/1580215,10.2172/1580215,https://doi.org/10.2172/1580215,,report,Chioke Harris,Office of Scientific and Technical Information (OSTI),,,,,data/raw_metadata/crossref/QFIELD_BLDG_renewable_energy_integration.json
R000057,RUN_20260831_EVIDENCE_MAP_01,QFIELD_BLDG_renewable_energy_integration,field_and_operational_evidence,crossref,10.1002/9781394203093.ch1,6,Introducing Grid‐interactive Efficient Buildings (GEBs),,2024,10.1002/9781394203093.ch1,10.1002/9781394203093.ch1,https://doi.org/10.1002/9781394203093.ch1,,other,,Wiley,en,,,,data/raw_metadata/crossref/QFIELD_BLDG_renewable_energy_integration.json
R000058,RUN_20260831_EVIDENCE_MAP_01,QFIELD_BLDG_renewable_energy_integration,field_and_operational_evidence,crossref,10.2172/1671878,7,Grid-interactive Efficient Buildings Projects Summary,,2020,10.2172/1671878,10.2172/1671878,https://doi.org/10.2172/1671878,,report,Monica Neukomm|David Nemtzow,Office of Scientific and Technical Information (OSTI),,,,,data/raw_metadata/crossref/QFIELD_BLDG_renewable_energy_integration.json
R000059,RUN_20260831_EVIDENCE_MAP_01,QFIELD_BLDG_renewable_energy_integration,field_and_operational_evidence,crossref,10.1109/pesgre52268.2022.9715880,8,A Simplified Functional Hybrid Operation Mode for Grid-Interactive Building Energy Management,,2022,10.1109/pesgre52268.2022.9715880,10.1109/pesgre52268.2022.9715880,https://doi.org/10.1109/pesgre52268.2022.9715880,,proceedings-article,Raheem Ariwoola|Sukumar Kamalasadan,IEEE,,,,,data/raw_metadata/crossref/QFIELD_BLDG_renewable_energy_integration.json
R000060,RUN_20260831_EVIDENCE_MAP_01,QFIELD_BLDG_renewable_energy_integration,field_and_operational_evidence,crossref,10.1016/b978-0-323-99588-7.00011-0,9,Renewable energy for enhanced building energy flexibility,,2023,10.1016/b978-0-323-99588-7.00011-0,10.1016/b978-0-323-99588-7.00011-0,https://doi.org/10.1016/b978-0-323-99588-7.00011-0,,book-chapter,Amin Shahsavar|Hossein Ghadamian|Abbas Bahri|Hajar Amirian|Mahdi Shakouri|Salah Bahramara|Mehrdad Adl,Elsevier,en,,,,data/raw_metadata/crossref/QFIELD_BLDG_renewable_energy_integration.json
R000061,RUN_20260831_EVIDENCE_MAP_01,QFIELD_BLDG_renewable_energy_integration,field_and_operational_evidence,crossref,10.1016/b978-0-323-99588-7.00010-9,10,Smart grids and building energy flexibility,,2023,10.1016/b978-0-323-99588-7.00010-9,10.1016/b978-0-323-99588-7.00010-9,https://doi.org/10.1016/b978-0-323-99588-7.00010-9,,book-chapter,Sobhan Dorahaki|Mojgan MollahassaniPour|Sahar Mobasheri|Masoud Rashidinejad,Elsevier,en,,,,data/raw_metadata/crossref/QFIELD_BLDG_renewable_energy_integration.json
R000062,RUN_20260831_EVIDENCE_MAP_01,QFIELD_BLDG_resilience_emergency_operation,field_and_operational_evidence,crossref,10.1016/j.jobe.2025.112731,1,A scalable data-driven framework for demand flexibility in commercial building clusters enabling grid-interactive efficient buildings,,2025,10.1016/j.jobe.2025.112731,10.1016/j.jobe.2025.112731,https://doi.org/10.1016/j.jobe.2025.112731,,journal-article,Gwangwoo Han|Haneul Choi|Seul Lee|Byeongmo Seo|Jonghun Kim,Elsevier BV,en,,,,data/raw_metadata/crossref/QFIELD_BLDG_resilience_emergency_operation.json
R000063,RUN_20260831_EVIDENCE_MAP_01,QFIELD_BLDG_resilience_emergency_operation,field_and_operational_evidence,crossref,10.1002/9781394203093.ch1,2,Introducing Grid‐interactive Efficient Buildings (GEBs),,2024,10.1002/9781394203093.ch1,10.1002/9781394203093.ch1,https://doi.org/10.1002/9781394203093.ch1,,other,,Wiley,en,,,,data/raw_metadata/crossref/QFIELD_BLDG_resilience_emergency_operation.json
R000064,RUN_20260831_EVIDENCE_MAP_01,QFIELD_BLDG_resilience_emergency_operation,field_and_operational_evidence,crossref,10.1016/b978-0-323-99588-7.00001-8,3,Building energy flexibility analysis: case studies and demonstration,,2023,10.1016/b978-0-323-99588-7.00001-8,10.1016/b978-0-323-99588-7.00001-8,https://doi.org/10.1016/b978-0-323-99588-7.00001-8,,book-chapter,Xinlei Zhou|Zhenjun Ma|Craig McLauchlan,Elsevier,en,,,,data/raw_metadata/crossref/QFIELD_BLDG_resilience_emergency_operation.json
R000065,RUN_20260831_EVIDENCE_MAP_01,QFIELD_BLDG_resilience_emergency_operation,field_and_operational_evidence,crossref,10.1016/b978-0-323-99588-7.00009-2,4,Energy flexibility in grid-interactive and net/nearly zero energy buildings,,2023,10.1016/b978-0-323-99588-7.00009-2,10.1016/b978-0-323-99588-7.00009-2,https://doi.org/10.1016/b978-0-323-99588-7.00009-2,,book-chapter,Yutong Li|Yuming Zhao|Bin Hao|Jing Wang,Elsevier,en,,,,data/raw_metadata/crossref/QFIELD_BLDG_resilience_emergency_operation.json
R000066,RUN_20260831_EVIDENCE_MAP_01,QFIELD_BLDG_resilience_emergency_operation,field_and_operational_evidence,crossref,10.1109/pesgre52268.2022.9715880,5,A Simplified Functional Hybrid Operation Mode for Grid-Interactive Building Energy Management,,2022,10.1109/pesgre52268.2022.9715880,10.1109/pesgre52268.2022.9715880,https://doi.org/10.1109/pesgre52268.2022.9715880,,proceedings-article,Raheem Ariwoola|Sukumar Kamalasadan,IEEE,,,,,data/raw_metadata/crossref/QFIELD_BLDG_resilience_emergency_operation.json
R000067,RUN_20260831_EVIDENCE_MAP_01,QFIELD_BLDG_resilience_emergency_operation,field_and_operational_evidence,crossref,10.1016/b978-0-323-99588-7.00010-9,6,Smart grids and building energy flexibility,,2023,10.1016/b978-0-323-99588-7.00010-9,10.1016/b978-0-323-99588-7.00010-9,https://doi.org/10.1016/b978-0-323-99588-7.00010-9,,book-chapter,Sobhan Dorahaki|Mojgan MollahassaniPour|Sahar Mobasheri|Masoud Rashidinejad,Elsevier,en,,,,data/raw_metadata/crossref/QFIELD_BLDG_resilience_emergency_operation.json
R000068,RUN_20260831_EVIDENCE_MAP_01,QFIELD_BLDG_resilience_emergency_operation,field_and_operational_evidence,crossref,10.3390/en17194794,7,Comprehensive Review of Building Energy Management Models: Grid-Interactive Efficient Building Perspective,"Energy management models for buildings have been designed primarily to reduce energy costs and improve efficiency. However, the focus has recently shifted to GEBs with a view toward balancing energy supply and demand while enhancing system flexibility and responsiveness. This paper provides a comprehensive comparative analysis of GEBs and other building energy management models, categorizing their features into internal and external dimensions. This review highlights the evolution of building models, including intelligent buildings, smart buildings, green buildings, and zero-energy buildings, and introduces eight distinct features of GEBs related to their efficient, connected, smart, and flexible aspects. The analysis is based on an extensive literature review and a detailed comparison of building models across the aforementioned features. GEBs prioritize interaction with the power grid, which distinguishes them from traditional models focusing on internal efficiency and occupant comfort. This paper also discusses the technological components and research trends associated with GEBs, providing insights into their development and potential evolution in the context of sustainable and efficient building design.",2024,10.3390/en17194794,10.3390/en17194794,https://doi.org/10.3390/en17194794,,journal-article,Anujin Bayasgalan|Yoo Shin Park|Seak Bai Koh|Sung-Yong Son,MDPI AG,en,,,,data/raw_metadata/crossref/QFIELD_BLDG_resilience_emergency_operation.json
R000069,RUN_20260831_EVIDENCE_MAP_01,QFIELD_BLDG_resilience_emergency_operation,field_and_operational_evidence,crossref,10.1016/j.jobe.2024.110406,8,Occupant-driven end use load models for demand response and flexibility service participation of residential grid-interactive buildings,,2024,10.1016/j.jobe.2024.110406,10.1016/j.jobe.2024.110406,https://doi.org/10.1016/j.jobe.2024.110406,,journal-article,Brady Berg|Niraj Kunwar|Patricia Guillante|Soham Vanage|Roohany Mahmud|Kristen Cetin|Ali Jahanbani Ardakani|James McCalley|Yu Wang,Elsevier BV,en,,,,data/raw_metadata/crossref/QFIELD_BLDG_resilience_emergency_operation.json
R000070,RUN_20260831_EVIDENCE_MAP_01,QFIELD_BLDG_resilience_emergency_operation,field_and_operational_evidence,crossref,10.1016/b978-0-323-99588-7.00002-x,9,Building energy flexibility: modeling and optimization,,2023,10.1016/b978-0-323-99588-7.00002-x,10.1016/b978-0-323-99588-7.00002-x,https://doi.org/10.1016/b978-0-323-99588-7.00002-x,,book-chapter,Haoshan Ren|Yongjun Sun,Elsevier,en,,,,data/raw_metadata/crossref/QFIELD_BLDG_resilience_emergency_operation.json
R000071,RUN_20260831_EVIDENCE_MAP_01,QFIELD_BLDG_resilience_emergency_operation,field_and_operational_evidence,crossref,10.26868/25222708.2015.2582,10,Operation Flexibility of Building Energy Systems with Thermal Storages,,2015,10.26868/25222708.2015.2582,10.26868/25222708.2015.2582,https://doi.org/10.26868/25222708.2015.2582,,proceedings-article,Sebastian Stinner|Rita Streblow|Dirk Müller,IBPSA,,,,,data/raw_metadata/crossref/QFIELD_BLDG_resilience_emergency_operation.json
R000072,RUN_20260831_EVIDENCE_MAP_01,QFIELD_BS_demand_response_peak_management,field_and_operational_evidence,crossref,10.1002/9781119851288.ch8,1,5G‐NR Radio Interface – Data Link Layer,,2021,10.1002/9781119851288.ch8,10.1002/9781119851288.ch8,https://doi.org/10.1002/9781119851288.ch8,https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781119851288.ch8,other,,Wiley,en,,,,data/raw_metadata/crossref/QFIELD_BS_demand_response_peak_management.json
R000073,RUN_20260831_EVIDENCE_MAP_01,QFIELD_BS_demand_response_peak_management,field_and_operational_evidence,crossref,10.1201/9788743801108-11,2,Centralized Radio Access Network (C-RAN) Architecture for 5G using Fronthaul (FH) and Backhaul (BH) Networks,,2025,10.1201/9788743801108-11,10.1201/9788743801108-11,https://doi.org/10.1201/9788743801108-11,,book-chapter,Anil K. Hemanshi|Vaibhav Gupta|S. Nandakumar|Sibaram Khara|T. Velmurugan,River Publishers,en,,,,data/raw_metadata/crossref/QFIELD_BS_demand_response_peak_management.json
R000074,RUN_20260831_EVIDENCE_MAP_01,QFIELD_BS_demand_response_peak_management,field_and_operational_evidence,crossref,10.1201/9781315230870-12,3,9 Autonomic Network Management,,2017,10.1201/9781315230870-12,10.1201/9781315230870-12,https://doi.org/10.1201/9781315230870-12,,book-chapter,,CRC Press,en,,,,data/raw_metadata/crossref/QFIELD_BS_demand_response_peak_management.json
R000075,RUN_20260831_EVIDENCE_MAP_01,QFIELD_BS_demand_response_peak_management,field_and_operational_evidence,crossref,10.1007/978-3-030-74648-3_11,4,Advanced Cloud-Based Network Management for 5G C-RAN,,2022,10.1007/978-3-030-74648-3_11,10.1007/978-3-030-74648-3_11,https://doi.org/10.1007/978-3-030-74648-3_11,,book-chapter,Massimiliano Maule|Ojaghi Kohjogh|Farhad Rezazadeh,Springer International Publishing,en,,,,data/raw_metadata/crossref/QFIELD_BS_demand_response_peak_management.json
R000076,RUN_20260831_EVIDENCE_MAP_01,QFIELD_BS_demand_response_peak_management,field_and_operational_evidence,crossref,10.3389/fenrg.2022.1032993,5,Multi-objective optimization model of micro-grid access to 5G base station under the background of China’s carbon peak shaving and carbon neutrality targets,"Abstract: a large number of 5G base station are connected, which provides a new possibility for the future low-carbon development of power systems. By encouraging 5G base station to participate in demand response and incorporating it into the Microgrid, it can reduce the power consumption cost of 5G base stations and promote the efficient utilization of renewable energy. Based on the microgrid operation structure, 5G base station and multi-objective problem algorithm, a multi-objective optimization operation model of microgrid access to 5G base station is built. Considering the physical constraints of Microgrid, the objective is to minimize the operating cost and carbon emission. Through the joint dispatching of distributed clean energy generation, micro gas turbine, energy storage system and 5G base station in Microgrid, the comprehensive optimization of system economy and low-carbon benefits can be achieved. In this paper, a microgrid in Beijing is taken as the research object, and the Whale Optimization Algorithm algorithm is used to solve the multiobjective problem. The analysis results show that 5G base station can flexibly respond to microgrid scheduling, which helps microgrid to improve the consumption and utilization efficiency of renewable energy, thus bringing higher economic benefits and low-carbon benefits, and helping China to achieve the goal of carbon peak shaving and carbon neutrality at an early date.",2022,10.3389/fenrg.2022.1032993,10.3389/fenrg.2022.1032993,https://doi.org/10.3389/fenrg.2022.1032993,,journal-article,Weishang Guo|Yihua Mao|Yufen Chen|Xuexing Zhang,Frontiers Media SA,,,,,data/raw_metadata/crossref/QFIELD_BS_demand_response_peak_management.json
R000077,RUN_20260831_EVIDENCE_MAP_01,QFIELD_BS_demand_response_peak_management,field_and_operational_evidence,crossref,10.23919/apnoms56106.2022.9919897,6,Interoperability Testing Tool for Operations and Maintenance Interfaces of 5G Open RAN Base Station,,2022,10.23919/apnoms56106.2022.9919897,10.23919/apnoms56106.2022.9919897,https://doi.org/10.23919/apnoms56106.2022.9919897,,proceedings-article,Wan-Chien Yang,IEEE,,,,,data/raw_metadata/crossref/QFIELD_BS_demand_response_peak_management.json
R000078,RUN_20260831_EVIDENCE_MAP_01,QFIELD_BS_demand_response_peak_management,field_and_operational_evidence,crossref,10.33103/uot.ijccce.25.1.5,7,A Proposed Approach to Relay-Base Station Link Design for 5G Radio Access Network,"The fast expansion of 5G technology requires new innovative approaches to resolve challenges with extensive signal degradation and constrained coverage extent as well as interference in high-frequency bands. The proposed research designs a 5G Radio Access Network (RAN) station link using relay stations that combine Dense Wavelength Division Multiplexing (DWDM) and Radio-over-Fiber (RoF) technological frameworks. The proposed system uses a mesh architectural network with 32 fiber-connected relay stations to enable efficient, scalable data transfer as an alternative to conventional star configurations. An OptiSystem simulation demonstrates that signal integrity enhancement occurs through the establishment of a bidirectional transmission medium that combines Erbium-Doped Fiber Amplifiers (EDFAs) with high-stability Continuous Wave (CW) lasers. The communication functions between uplink and downlink depend on Wavelength Division Multiplexing (WDM) multiplexers and demultiplexers to operate smoothly. The design delivers remarkable Signal-to-Noise Ratio (SNR) and Optical Signal-to-Noise Ratio (OSNR) measurements greater than 50 dB, which ensures quality signals transmit with low degradation to demonstrate stable and bidirectional communication. The system optimizes wavelength reuse while ensuring channel isolation and achieves optimum bandwidth utilization, which makes it a potential choice for future mobile networks. The research findings prove that DWDM-RoF is an effective solution to tackle critical 5G network needs through efficient, high-speed, accurate networks, which opens new paths for relay-assisted 5G development while stabilizing networks across different geographic locations.",2025,10.33103/uot.ijccce.25.1.5,10.33103/uot.ijccce.25.1.5,https://doi.org/10.33103/uot.ijccce.25.1.5,,journal-article,,"University of Technology, Iraq - DIGITAL COMMONS",en,,,,data/raw_metadata/crossref/QFIELD_BS_demand_response_peak_management.json
R000079,RUN_20260831_EVIDENCE_MAP_01,QFIELD_BS_demand_response_peak_management,field_and_operational_evidence,crossref,10.1109/access.2022.3158948,8,Analysis of Wave Propagation Models With Radio Network Planning Using Dual Polarized MIMO Antenna for 5G Base Station Applications,,2022,10.1109/access.2022.3158948,10.1109/access.2022.3158948,https://doi.org/10.1109/access.2022.3158948,,journal-article,Anudeep Bellary|Krishnamoorthy Kandasamy|Patnam Hanumantha Rao,Institute of Electrical and Electronics Engineers (IEEE),,,,,data/raw_metadata/crossref/QFIELD_BS_demand_response_peak_management.json
R000080,RUN_20260831_EVIDENCE_MAP_01,QFIELD_BS_demand_response_peak_management,field_and_operational_evidence,crossref,10.11159/eee25.138,9,Enhanced Grid Stability and Demand-Side Optimization through Deep Neural Network-Controlled Vehicle-to-Grid (V2G) Peak Shaving and Load Shifting,,2025,10.11159/eee25.138,10.11159/eee25.138,https://doi.org/10.11159/eee25.138,,proceedings-article,Enes Ladin Öncül|Özgün Girgin,Avestia Publishing,,,,,data/raw_metadata/crossref/QFIELD_BS_demand_response_peak_management.json
R000081,RUN_20260831_EVIDENCE_MAP_01,QFIELD_BS_demand_response_peak_management,field_and_operational_evidence,crossref,10.1016/j.enbuild.2021.111109,10,Sizing domestic batteries for load smoothing and peak shaving based on real-world demand data,,2021,10.1016/j.enbuild.2021.111109,10.1016/j.enbuild.2021.111109,https://doi.org/10.1016/j.enbuild.2021.111109,,journal-article,Jason Mair|Kiti Suomalainen|David M. Eyers|Michael W. Jack,Elsevier BV,en,,,,data/raw_metadata/crossref/QFIELD_BS_demand_response_peak_management.json
